,Address,Property Type, Price ,Beds,Bath, Square Feet ,Brokerages,Borough,Zipcode,Neighborhood,Neighborhood Safety Rating,Longitude,Latitude,Down Payment,Mortgage Rate,Years,Loan Amount,Loan Payment per month,Property Tax Per Month,Homeowner Insurance, Utility ,Total Payments,Reccomended Occupancy,Maximum Occupancy,Perception
2241,"194 Falmouth StBrooklyn, NY 11235",House ,"$2,235,000.00 ",3,4,"2,750", RE MAX ,Brooklyn,11235,South Brooklyn,C,-73.946577,40.577846,"$447,000.00 ",6.75%,30,"$1,788,000.00 ","$11,596.93 ","$2,269.53 ",$465.63 ,$600 ,"$14,932.09 ",6,11,
2242,"1724 Hutchinson River PkwyBronx, NY 10461",House ,"$620,000.00 ",3,2,"1,400", BESMATCH REAL ESTATE,Bronx,10461,Southeast Bronx,D,-73.8358298,40.8464353,"$124,000.00 ",6.75%,30,"$496,000.00 ","$3,217.05 ",$629.58 ,$129.17 ,$375 ,"$4,350.79 ",6,9,
2243,"55 Liberty St Ph 31ANew York, NY 10038",Co-op ,"$1,695,000.00 ",4,4,"2,184", Serhant,Manhattan,10038,Lower Manhattan,A,-74.009407,40.7088048,"$339,000.00 ",6.75%,30,"$1,356,000.00 ","$8,794.99 ","$1,721.19 ",$353.13 ,$600 ,"$11,469.30 ",8,9,
2244,"61 N Henry St Unit GardenBrooklyn, NY 11222",Condo ,"$1,999,999.00 ",3,2,"1,865", Serhant,Brooklyn,11222,Green Point,,-73.9430921,40.7213959,"$399,999.80 ",6.75%,30,"$1,599,999.20 ","$10,377.56 ","$2,030.90 ",$416.67 ,$375 ,"$13,200.13 ",6,12,
2245,"12-29 Estates Ln Unit 223LBayside, NY 11360",Condo ,"$1,150,000.00 ",2,2,"1,850", Prime Realty,Queens,11360,North Queens,B,-73.786717,40.7878758,"$230,000.00 ",6.75%,30,"$920,000.00 ","$5,967.10 ","$1,167.77 ",$239.58 ,$375 ,"$7,749.45 ",4,12,
2246,"59A Edgewater Park Unit ABronx, NY 10465",Co-op ,"$339,000.00 ",2,1,822, Morris Park Realty Group,Bronx,10465,Southeast Bronx,D,-73.8110903,40.8224967,"$67,800.00 ",6.75%,30,"$271,200.00 ","$1,759.00 ",$344.24 ,$70.63 ,$205 ,"$2,378.86 ",4,7,
2247,"66-05 Garfield AveWoodside, NY 11377",House ,"$1,390,000.00 ",5,2,"2,184", E Realty International Corp,Queens,11377,West Queens,C,-73.8988063,40.7358829,"$278,000.00 ",6.75%,30,"$1,112,000.00 ","$7,212.41 ","$1,411.48 ",$289.58 ,$375 ,"$9,288.47 ",10,14,
2248,"19-26 81st StEast Elmhurst, NY 11370",House ,"$938,000.00 ",3,2,"1,836", Realty Executives Today,Queens,11370,West Queens,C,-73.8896045,40.772306,"$187,600.00 ",6.75%,30,"$750,400.00 ","$4,867.08 ",$952.49 ,$195.42 ,$600 ,"$6,614.99 ",6,11,
2249,"2911 Avenue DBrooklyn, NY 11226",House ,"$919,000.00 ",6,3,"5,400", 5 Boro Realty Corp,Brooklyn,11226,Flatbush,C,-73.9490931,40.6410944,"$183,800.00 ",6.75%,30,"$735,200.00 ","$4,768.49 ",$933.20 ,$191.46 ,$600 ,"$6,493.15 ",12,27,
2250,"4705 Henry Hudson Pkwy W Apt 7JBronx, NY 10471",Co-op ,"$425,000.00 ",3,2,"1,150", Ernest Chi Real Estate LLC,Bronx,10471,Riverdale,A,-73.9089308,40.8952914,"$85,000.00 ",6.75%,30,"$340,000.00 ","$2,205.23 ",$431.57 ,$88.54 ,$375 ,"$3,100.34 ",6,7,
2251,"109 Waverly PlManhattan, NY 10011",Townhouse ,"$19,995,000.00 ",6,2.5,"8,300", COMPASS,Manhattan,10011,Chelsea,A,-73.998918,40.7326368,"$3,999,000.00 ",6.75%,30,"$15,996,000.00 ","$103,749.75 ","$20,303.92 ","$4,165.63 ",$600 ,"$128,819.30 ",12,46,
2252,"2798 Pitkin AveBrooklyn, NY 11208",Multi-family home ,"$1,249,000.00 ",5,2,"2,184", Realty Executives LAR Group,Brooklyn,11208,East New York,F,-73.8687143,40.6756643,"$249,800.00 ",6.75%,30,"$999,200.00 ","$6,480.79 ","$1,268.30 ",$260.21 ,$600 ,"$8,609.30 ",10,14,
2253,"325 E 41st St Apt 509New York, NY 10017",Co-op ,"$799,000.00 ",2,2,"1,000", Douglas Elliman ,Manhattan,10017,Gramercy Park,A,-73.9719957,40.7490288,"$159,800.00 ",6.75%,30,"$639,200.00 ","$4,145.84 ",$811.34 ,$166.46 ,$205 ,"$5,328.64 ",4,6,
2254,"100 Remsen St Apt 8KBrooklyn, NY 11201",Co-op ,"$475,000.00 ",1,1,750, Corcoran,Brooklyn,11201,Northwest Brooklyn,A,-73.9943695,40.6939582,"$95,000.00 ",6.75%,30,"$380,000.00 ","$2,464.67 ",$482.34 ,$98.96 ,"$3,000 ","$6,045.97 ",2,6,
2255,"464 5th StBrooklyn, NY 11215",Townhouse ,"$3,800,000.00 ",6,4,"3,340", Keller Williams,Brooklyn,11215,Northwest Brooklyn,A,-73.9802538,40.6694134,"$760,000.00 ",6.75%,30,"$3,040,000.00 ","$19,717.38 ","$3,858.71 ",$791.67 ,$205 ,"$24,572.76 ",12,14,
2256,"3021 Avenue Z Apt 2HBrooklyn, NY 11235",Co-op ,"$325,000.00 ",3,1,"1,200", KORR REALTY,Brooklyn,11235,South Brooklyn,C,-73.935927,40.590397,"$65,000.00 ",6.75%,30,"$260,000.00 ","$1,686.36 ",$330.02 ,$67.71 ,"$1,000 ","$3,084.08 ",6,10,
2257,"50 Pine St Apt 8SManhattan, NY 10005",Condo ,"$1,200,000.00 ",2,2,"1,200", COMPASS,Manhattan,10005,Lower Manhattan,A,-74.0085778,40.7069134,"$240,000.00 ",6.75%,30,"$960,000.00 ","$6,226.54 ","$1,218.54 ",$250.00 ,$160 ,"$7,855.08 ",4,8,
2258,"200 Mercer St Apt 5ENew York, NY 10012",House ,"$6,975,000.00 ",2,2,"3,050", Corcoran,Manhattan,10012,Soho,A,-73.9967609,40.7265669,"$1,395,000.00 ",6.75%,30,"$5,580,000.00 ","$36,191.77 ","$7,082.76 ","$1,453.13 ",$205 ,"$44,932.66 ",4,19,
2259,"90 William St Apt 16GNew York, NY 10038",Condo ,"$1,150,000.00 ",2,2,"2,184", Corcoran,Manhattan,10038,Lower Manhattan,A,-74.0074731,40.7081041,"$230,000.00 ",6.75%,30,"$920,000.00 ","$5,967.10 ","$1,167.77 ",$239.58 ,$205 ,"$7,579.45 ",4,14,
2260,"867 Sterling PlBrooklyn, NY 11216",House ,"$2,400,000.00 ",4,4,"3,424", Corcoran,Brooklyn,11216,Central Brooklyn,C,-73.9497962,40.6727282,"$480,000.00 ",6.75%,30,"$1,920,000.00 ","$12,453.08 ","$2,437.08 ",$500.00 ,$550 ,"$15,940.16 ",8,14,
2261,"325 W 52nd St Ph GNew York, NY 10019",Co-op ,"$3,500,000.00 ",4,4,"2,700", Douglas Elliman  ,Manhattan,10019,Chelsea,A,-73.9862772,40.7641121,"$700,000.00 ",6.75%,30,"$2,800,000.00 ","$18,160.75 ","$3,554.08 ",$729.17 ,$600 ,"$23,043.99 ",8,11,
2262,"8496 Austin StKew Gardens, NY 11415",House ,"$769,000.00 ",3,2,"2,184", Realty Connect USA LLC,Queens,11415,nan,,-73.8263931,40.7061049,"$153,800.00 ",6.75%,30,"$615,200.00 ","$3,990.18 ",$780.88 ,$160.21 ,$550 ,"$5,481.26 ",6,14,
2263,"333 E 91st St Unit 12CDNew York, NY 10128",House ,"$2,975,000.00 ",4,4,"2,968", Douglas Elliman ,Manhattan,10128,Upper East Side,A,-73.947266,40.7803429,"$595,000.00 ",6.75%,30,"$2,380,000.00 ","$15,436.63 ","$3,020.96 ",$619.79 ,$205 ,"$19,282.39 ",8,12,
2264,"149-42 17th RdWhitestone, NY 11357",Multi-family home ,"$1,860,000.00 ",6,4,"2,184", Landmark International R E Llc,Queens,11357,North Queens,B,-73.8149701,40.7832802,"$372,000.00 ",6.75%,30,"$1,488,000.00 ","$9,651.14 ","$1,888.74 ",$387.50 ,$375 ,"$12,302.38 ",12,9,
2265,"150 E 105th StNew York, NY 10029",House ,"$4,000,000.00 ",32,12,"7,188", Coldwell Banker,Manhattan,10029,East Harlem,D,-73.9465215,40.7912881,"$800,000.00 ",6.75%,30,"$3,200,000.00 ","$20,755.14 ","$4,061.80 ",$833.33 ,$600 ,"$26,250.27 ",64,13,
2266,"131-01 40th Rd Unit 8GFlushing, NY 11354",Condo ,"$1,250,000.00 ",2,2,"1,257", Winzone Realty Inc,Queens,11354,North Queens,B,-73.8368085,40.7561213,"$250,000.00 ",6.75%,30,"$1,000,000.00 ","$6,485.98 ","$1,269.31 ",$260.42 ,$205 ,"$8,220.71 ",4,8,
2267,"245-54 62nd Ave Unit LowerLittle Neck, NY 11362",Co-op ,"$220,000.00 ",1,1,750, Keller Williams,Queens,11362,Northeast Queens,A,-73.7319604,40.7554479,"$44,000.00 ",6.75%,30,"$176,000.00 ","$1,141.53 ",$223.40 ,$45.83 ,$600 ,"$2,010.76 ",2,6,
2268,"7069 Amboy RdStaten Island, NY 10307",Multi-family home ,"$1,179,987.00 ",5,4,"4,143", RE MAX,Staten Island,10307,South Shore,A,-74.235135,40.515005,"$235,997.40 ",6.75%,30,"$943,989.60 ","$6,122.70 ","$1,198.22 ",$245.83 ,"$1,400 ","$8,966.75 ",10,17,
2269,"1040 Clay AveBronx, NY 10456",Multi-family home ,"$949,000.00 ",7,6,"3,733"," Charles Rutenberg Realty, Inc.",Bronx,10456,High Bridge,D,-73.91272,40.8282987,"$189,800.00 ",6.75%,30,"$759,200.00 ","$4,924.16 ",$963.66 ,$197.71 ,$600 ,"$6,685.53 ",14,12,
2270,"468 E 46th StBrooklyn, NY 11203",House ,"$920,000.00 ",5,4,"2,184", Coldwell Banker,Brooklyn,11203,Flatbush,C,-73.9343518,40.6502862,"$184,000.00 ",6.75%,30,"$736,000.00 ","$4,773.68 ",$934.21 ,$191.67 ,"$1,400 ","$7,299.56 ",10,9,
2271,"74 Greencroft AveStaten Island, NY 10308",Contingent,"$699,000.00 ",3,2,"1,312", All Coast Real Estate LLC,Staten Island,10308,South Shore,A,-74.1356934,40.5513508,"$139,800.00 ",6.75%,30,"$559,200.00 ","$3,626.96 ",$709.80 ,$145.63 ,$600 ,"$5,082.39 ",6,8,
2272,"52 Riverside Dr Apt 16ANew York, NY 10024",Co-op ,"$4,000,000.00 ",3,2,"2,300", The Agency,Manhattan,10024,Upper East Side,A,-73.9833243,40.7840425,"$800,000.00 ",6.75%,30,"$3,200,000.00 ","$20,755.14 ","$4,061.80 ",$833.33 ,$600 ,"$26,250.27 ",6,14,
2273,"58 Roanoke StStaten Island, NY 10314",House ,"$649,000.00 ",3,3,"1,456", Katz Realty,Staten Island,10314,Mid Island,B,-74.1347274,40.5972983,"$129,800.00 ",6.75%,30,"$519,200.00 ","$3,367.52 ",$659.03 ,$135.21 ,$375 ,"$4,536.76 ",6,7,
2274,"40 W 55th St Apt 4DNew York, NY 10019",Condo ,"$1,175,000.00 ",1,2,"1,070", Corcoran,Manhattan,10019,Chelsea,A,-73.9767193,40.7622732,"$235,000.00 ",6.75%,30,"$940,000.00 ","$6,096.82 ","$1,193.15 ",$244.79 ,$600 ,"$8,134.77 ",2,7,
2275,"1809 W 3rd StBrooklyn, NY 11223",House ,"$995,000.00 ",2,2,800, RE MAX,Brooklyn,11223,South Brooklyn,C,-73.9756682,40.603454,"$199,000.00 ",6.75%,30,"$796,000.00 ","$5,162.84 ","$1,010.37 ",$207.29 ,$550 ,"$6,930.51 ",4,5,
2276,"149 Dupont St Apt 3Brooklyn, NY 11222",Condo ,"$1,595,000.00 ",3,2,"1,375", Corcoran Williamsburg Driggs,Brooklyn,11222,Green Point,,-73.9538716,40.7361991,"$319,000.00 ",6.75%,30,"$1,276,000.00 ","$8,276.11 ","$1,619.64 ",$332.29 ,$205 ,"$10,433.05 ",6,9,
2277,"110 Thompson St Apt 2EManhattan, NY 10012",Co-op ,"$435,000.00 ",3,1,"2,184", Brown Harris Stevens,Manhattan,10012,Soho,A,-74.0017575,40.7257358,"$87,000.00 ",6.75%,30,"$348,000.00 ","$2,257.12 ",$441.72 ,$90.63 ,$600 ,"$3,389.47 ",6,18,
2280,"90 Bay Street Lndg Apt 8GStaten Island, NY 10301",Condo ,"$1,338,000.00 ",3,2,"2,082", Holly's Staten Island Buzz Realty Inc.,Staten Island,10301,Stapleton,D,-74.0737574,40.6403656,"$267,600.00 ",6.75%,30,"$1,070,400.00 ","$6,942.59 ","$1,358.67 ",$278.75 ,$550 ,"$9,130.02 ",6,13,
2281,"4302 Boyd AveBronx, NY 10466",House ,"$499,000.00 ",2,2,"1,146"," Weichert, Realtors ",Bronx,10466,Northeast Bronx,C,-73.8510754,40.8955154,"$99,800.00 ",6.75%,30,"$399,200.00 ","$2,589.20 ",$506.71 ,$103.96 ,$600 ,"$3,799.87 ",4,7,
2282,"40-18 190th StFlushing, NY 11358",Multi-family home ,"$2,280,000.00 ",6,5,"2,184", Prospes Real Estate Corp,Queens,11358,North Queens,B,-73.7918178,40.7603734,"$456,000.00 ",6.75%,30,"$1,824,000.00 ","$11,830.43 ","$2,315.23 ",$475.00 ,$550 ,"$15,170.66 ",12,8,
2283,"949 Schenck AveBrooklyn, NY 11207",House ,"$660,000.00 ",3,2,"2,184", Instahomes Realty LLC,Brooklyn,11207,East New York,F,-73.8808077,40.6574259,"$132,000.00 ",6.75%,30,"$528,000.00 ","$3,424.60 ",$670.20 ,$137.50 ,$375 ,"$4,607.29 ",6,14,
2284,"3235 Emmons Ave Apt 625Brooklyn, NY 11235",Co-op ,"$349,000.00 ",2,1,800, RE MAX,Brooklyn,11235,South Brooklyn,C,-73.9316116,40.5844399,"$69,800.00 ",6.75%,30,"$279,200.00 ","$1,810.89 ",$354.39 ,$72.71 ,$600 ,"$2,837.99 ",4,7,
2285,"7 E 69th StNew York, NY 10021",House ,"$14,750,000.00 ",6,6,"8,790", Douglas Elliman ,Manhattan,10021,Upper East Side,A,-73.967354,40.7703119,"$2,950,000.00 ",6.75%,30,"$11,800,000.00 ","$76,534.58 ","$14,977.89 ","$3,072.92 ",$205 ,"$94,790.38 ",12,27,
2286,"2701 Goethals Rd N Apt D4Staten Island, NY 10303",House ,"$160,000.00 ",2,1,900, RE MAX,Staten Island,10303,Port Richmond,C,-74.1797234,40.6281757,"$32,000.00 ",6.75%,30,"$128,000.00 ",$830.21 ,$162.47 ,$33.33 ,$550 ,"$1,576.01 ",4,8,
2287,"100 Vandam St Apt 6ANew York, NY 10013",Condo ,"$12,500,000.00 ",4,4,"3,550", Nest Seekers International,Manhattan,10013,Soho,A,-74.0088321,40.7266327,"$2,500,000.00 ",6.75%,30,"$10,000,000.00 ","$64,859.81 ","$12,693.13 ","$2,604.17 ","$1,000 ","$81,157.10 ",8,15,
2288,"1657 E 19th St Apt 8BBrooklyn, NY 11229",Condo ,"$370,000.00 ",3,1,462, Ilite Realty Inc,Brooklyn,11229,South Brooklyn,C,-73.9544149,40.6096365,"$74,000.00 ",6.75%,30,"$296,000.00 ","$1,919.85 ",$375.72 ,$77.08 ,$205 ,"$2,577.65 ",6,4,
2289,"545 W 111th St Apt 2HManhattan, NY 10025",Co-op ,"$600,000.00 ",1,1,715, COMPASS,Manhattan,10025,Upper East Side,A,-73.964408,40.8043692,"$120,000.00 ",6.75%,30,"$480,000.00 ","$3,113.27 ",$609.27 ,$125.00 ,$600 ,"$4,447.54 ",2,6,
2290,"200 E 89th St Apt 42BNew York, NY 10128",Condo ,"$1,950,000.00 ",2,2,"1,000", Corcoran,Manhattan,10128,Upper East Side,A,-73.9523992,40.7805098,"$390,000.00 ",6.75%,30,"$1,560,000.00 ","$10,118.13 ","$1,980.13 ",$406.25 ,$600 ,"$13,104.51 ",4,6,
2291,"239 E 79th St Apt 8FNew York, NY 10075",Co-op ,"$2,000,000.00 ",3,2,"1,800", Douglas Elliman ,Manhattan,10075,Upper East Side,A,-73.9551436,40.7737882,"$400,000.00 ",6.75%,30,"$1,600,000.00 ","$10,377.57 ","$2,030.90 ",$416.67 ,$205 ,"$13,030.14 ",6,11,
2292,"59-43 Madison StRidgewood, NY 11385",Multi-family home ,"$1,250,828.00 ",7,2,"2,184", Voro Llc,Queens,11385,West Central Queens,B,-73.9009749,40.7063804,"$250,165.60 ",6.75%,30,"$1,000,662.40 ","$6,490.28 ","$1,270.15 ",$260.59 ,$375 ,"$8,396.02 ",14,14,
2293,"284 Sullivan PlBrooklyn, NY 11225",House ,"$1,149,000.00 ",4,3,"1,800", RE MAX,Brooklyn,11225,Flatbush,C,-73.951745,40.6644629,"$229,800.00 ",6.75%,30,"$919,200.00 ","$5,961.91 ","$1,166.75 ",$239.38 ,$600 ,"$7,968.04 ",8,9,
2294,"880 Boynton Ave Apt 18FBronx, NY 10473",Co-op ,"$329,999.00 ",2,1,950, BESMATCH REAL ESTATE,Bronx,10473,Southeast Bronx,D,-73.8759785,40.8214206,"$65,999.80 ",6.75%,30,"$263,999.20 ","$1,712.29 ",$335.10 ,$68.75 ,$600 ,"$2,716.14 ",4,8,
2295,"112-50 78th Ave Unit 2JQueens, NY 11375",Co-op ,"$390,000.00 ",2,1,"1,100", Brown Harris Stevens Forest Hills LLC,Queens,11375,West Central Queens,B,-73.8311146,40.7155654,"$78,000.00 ",6.75%,30,"$312,000.00 ","$2,023.63 ",$396.03 ,$81.25 ,$205 ,"$2,705.90 ",4,9,
2296,"2025 Broadway Apt 17GManhattan, NY 10023",Co-op ,"$400,000.00 ",3,1,"2,184", COMPASS,Manhattan,10023,Upper East Side,A,-73.9824749,40.7770746,"$80,000.00 ",6.75%,30,"$320,000.00 ","$2,075.51 ",$406.18 ,$83.33 ,$375 ,"$2,940.03 ",6,18,
2297,"150 W End Ave Apt 1JBrooklyn, NY 11235",Co-op ,"$239,000.00 ",1,1,700, Bo's Prime Realty,Brooklyn,11235,South Brooklyn,C,-73.9534785,40.5782536,"$47,800.00 ",6.75%,30,"$191,200.00 ","$1,240.12 ",$242.69 ,$49.79 ,$600 ,"$2,132.60 ",2,6,
2298,"132-14 Horace Harding ExpyFlushing, NY 11367",Multi-family home ,"$1,188,888.00 ",4,2,"2,184", Signature Premier Properties,Queens,11367,Central Queens,B,-73.8333091,40.7427492,"$237,777.60 ",6.75%,30,"$951,110.40 ","$6,168.88 ","$1,207.26 ",$247.69 ,$600 ,"$8,223.83 ",8,14,
2299,"73 Wooster St # AManhattan, NY 10012",Condo ,"$18,500,000.00 ",4,4,"4,856", COMPASS,Manhattan,10012,Soho,A,-74.0021541,40.7238868,"$3,700,000.00 ",6.75%,30,"$14,800,000.00 ","$95,992.52 ","$18,785.83 ","$3,854.17 ",$550 ,"$119,182.51 ",8,20,
2300,"97-37 63 Rd Unit 3ERego Park, NY 11374",Co-op ,"$567,000.00 ",3,2,"2,184", Mjr Real Estate Llc,Queens,11374,West Central Queens,B,-73.8599645,40.7318958,"$113,400.00 ",6.75%,30,"$453,600.00 ","$2,942.04 ",$575.76 ,$118.13 ,$600 ,"$4,235.93 ",6,14,
2301,"200 W End AveManhattan, NY 10023",Condo ,"$8,900,000.00 ",5,5,"4,297", COMPASS,Manhattan,10023,Upper East Side,A,-73.9854593,40.7779612,"$1,780,000.00 ",6.75%,30,"$7,120,000.00 ","$46,180.18 ","$9,037.51 ","$1,854.17 ",$600 ,"$57,671.86 ",10,15,
2302,"90-11 35 Ave Unit 1HJackson Heights, NY 11372",Co-op ,"$189,000.00 ",3,1,"2,184", RE MAX,Queens,11372,West Queens,C,-73.87724,40.7525699,"$37,800.00 ",6.75%,30,"$151,200.00 ",$980.68 ,$191.92 ,$39.38 ,$600 ,"$1,811.98 ",6,18,
2303,"82-61 172nd StJamaica, NY 11432",House ,"$985,000.00 ",3,2,"2,184", Keller Williams,Queens,11432,Jamaica,D,-73.7934614,40.7181351,"$197,000.00 ",6.75%,30,"$788,000.00 ","$5,110.95 ","$1,000.22 ",$205.21 ,$600 ,"$6,916.38 ",6,14,
2304,"447 Fort Washington Ave Apt 44Manhattan, NY 10033",Co-op ,"$839,000.00 ",3,2,"1,120", COMPASS,Manhattan,10033,Washington Heights,C,-73.9387857,40.8501059,"$167,800.00 ",6.75%,30,"$671,200.00 ","$4,353.39 ",$851.96 ,$174.79 ,$600 ,"$5,980.14 ",6,7,
2305,"455 E 51st St # 4FNew York, NY 10022",Co-op ,"$995,000.00 ",3,2,"2,184", Corcoran,Manhattan,10022,Gramercy Park,A,-73.9637466,40.7540096,"$199,000.00 ",6.75%,30,"$796,000.00 ","$5,162.84 ","$1,010.37 ",$207.29 ,"$1,400 ","$7,780.51 ",6,14,
2306,"800 Bedford Ave Unit 4Brooklyn, NY 11205",Condo ,"$1,439,000.00 ",4,2,"1,625"," Erealty Advisors, Inc",Brooklyn,11205,Northwest Brooklyn,A,-73.9569997,40.6972584,"$287,800.00 ",6.75%,30,"$1,151,200.00 ","$7,466.66 ","$1,461.23 ",$299.79 ,$375 ,"$9,602.69 ",8,10,
2307,"144-40 71 Ave Unit 2Kew Gardens Hills, NY 11367",Co-op ,"$379,000.00 ",2,1,900, East Coast REALTORS Inc,Queens,11367,Central Queens,B,-73.8208847,40.7282764,"$75,800.00 ",6.75%,30,"$303,200.00 ","$1,966.55 ",$384.86 ,$78.96 ,"$1,000 ","$3,430.36 ",4,8,
2308,"425 E 63rd StNew York, NY 10065",Co-op ,"$3,195,000.00 ",4,4,"2,184", Corcoran,Manhattan,10065,Upper East Side,A,-73.9587133,40.7617185,"$639,000.00 ",6.75%,30,"$2,556,000.00 ","$16,578.17 ","$3,244.36 ",$665.63 ,$600 ,"$21,088.16 ",8,9,
2310,"64-56 Woodbine StRidgewood, NY 11385",Multi-family home ,"$1,245,000.00 ",5,2,"1,800", Werba Realty Llc,Queens,11385,West Central Queens,B,-73.8934355,40.7085881,"$249,000.00 ",6.75%,30,"$996,000.00 ","$6,460.04 ","$1,264.24 ",$259.38 ,$375 ,"$8,358.65 ",10,11,
2311,"1069 Lincoln PlBrooklyn, NY 11213",Townhouse ,"$1,995,000.00 ",4,4,"2,184", COMPASS,Brooklyn,11213,Central Brooklyn,C,-73.9411141,40.670429,"$399,000.00 ",6.75%,30,"$1,596,000.00 ","$10,351.63 ","$2,025.82 ",$415.63 ,$375 ,"$13,168.07 ",8,9,
2312,"148 Brighton AveStaten Island, NY 10301",Multi-family home ,"$365,000.00 ",4,3,"1,600", OneSpace Realty Group LLC,Staten Island,10301,Stapleton,D,-74.090616,40.6352888,"$73,000.00 ",6.75%,30,"$292,000.00 ","$1,893.91 ",$370.64 ,$76.04 ,$550 ,"$2,890.59 ",8,8,
2313,"1215 Broadway Apt 320Queens, NY 11106",Condo ,"$950,000.00 ",2,2,"1,025", Corcoran,Queens,11106,Northwest Queens,B,-73.9342893,40.7669131,"$190,000.00 ",6.75%,30,"$760,000.00 ","$4,929.35 ",$964.68 ,$197.92 ,$600 ,"$6,691.94 ",4,6,
2314,"9 Clinton StNew York, NY 10002",House ,"$4,195,000.00 ",6,6,"2,184", Corcoran,Manhattan,10002,Lower East Side,B,-73.9842397,40.7210845,"$839,000.00 ",6.75%,30,"$3,356,000.00 ","$21,766.95 ","$4,259.81 ",$873.96 ,"$3,000 ","$29,900.72 ",12,7,
2315,"1594 Unionport Rd Apt 2ABronx, NY 10462",Condo ,"$209,000.00 ",1,1,658," John Edwards Real Estate, Inc.",Bronx,10462,Southeast Bronx,D,-73.8566691,40.8391003,"$41,800.00 ",6.75%,30,"$167,200.00 ","$1,084.46 ",$212.23 ,$43.54 ,$600 ,"$1,940.23 ",2,5,
2316,"1429 Avenue HBrooklyn, NY 11230",Pending,"$1,390,000.00 ",5,4,"1,992", Real Broker LLC,Brooklyn,11230,Borough Park,B,-73.962272,40.6302066,"$278,000.00 ",6.75%,30,"$1,112,000.00 ","$7,212.41 ","$1,411.48 ",$289.58 ,"$1,000 ","$9,913.47 ",10,8,
2317,"306 Mott St Unit PhtriplexManhattan, NY 10012",Condo ,"$8,250,000.00 ",6,6,"3,920", COMPASS,Manhattan,10012,Soho,A,-73.9938611,40.7250022,"$1,650,000.00 ",6.75%,30,"$6,600,000.00 ","$42,807.47 ","$8,377.46 ","$1,718.75 ","$1,000 ","$53,903.69 ",12,12,
2318,"9411 Shore Rd Unit LfBrooklyn, NY 11209",Co-op ,"$429,000.00 ",2,1,850, RE MAX ,Brooklyn,11209,Southwest Brooklyn,B,-74.038637,40.617623,"$85,800.00 ",6.75%,30,"$343,200.00 ","$2,225.99 ",$435.63 ,$89.38 ,"$1,000 ","$3,750.99 ",4,7,
2319,"310 E 46th St Apt 17HNew York, NY 10017",House ,"$950,000.00 ",1,1,"2,184", Douglas Elliman ,Manhattan,10017,Gramercy Park,A,-73.9698335,40.751918,"$190,000.00 ",6.75%,30,"$760,000.00 ","$4,929.35 ",$964.68 ,$197.92 ,$205 ,"$6,296.94 ",2,18,
2320,"4716 Avenue HBrooklyn, NY 11234",House ,"$699,000.00 ",3,3,"2,835", TALK OF THE TOWN REALTY C,Brooklyn,11234,Canarsie,B,-73.9306778,40.6324811,"$139,800.00 ",6.75%,30,"$559,200.00 ","$3,626.96 ",$709.80 ,$145.63 ,$600 ,"$5,082.39 ",6,14,
2321,"2120 Ocean Ave Apt 5BBrooklyn, NY 11229",Condo ,"$450,000.00 ",1,1,724, Coldwell Banker,Brooklyn,11229,South Brooklyn,C,-73.9537478,40.610069,"$90,000.00 ",6.75%,30,"$360,000.00 ","$2,334.95 ",$456.95 ,$93.75 ,$600 ,"$3,485.66 ",2,6,
2322,"2330 E 15th StBrooklyn, NY 11229",House ,"$1,190,000.00 ",4,2,"1,500", RELIABLE SELL & BUY REALTY INC,Brooklyn,11229,South Brooklyn,C,-73.9556712,40.5935138,"$238,000.00 ",6.75%,30,"$952,000.00 ","$6,174.65 ","$1,208.39 ",$247.92 ,$375 ,"$8,005.96 ",8,9,
2323,"10 Park Ave Ph 25AManhattan, NY 10016",Co-op ,"$2,995,000.00 ",2,2,"2,184", COMPASS,Manhattan,10016,Gramercy Park,A,-73.9813221,40.7474421,"$599,000.00 ",6.75%,30,"$2,396,000.00 ","$15,540.41 ","$3,041.27 ",$623.96 ,$375 ,"$19,580.64 ",4,14,
2324,"150-38 Union Tpke Unit 8LFlushing, NY 11367",Condo ,"$349,980.00 ",3,1,"2,184", Keller Williams,Queens,11367,Central Queens,B,-73.811168,40.7187728,"$69,996.00 ",6.75%,30,"$279,984.00 ","$1,815.97 ",$355.39 ,$72.91 ,$600 ,"$2,844.27 ",6,18,
2325,"4219 Amboy Rd Unit 4AStaten Island, NY 10308",Contingent,"$339,000.00 ",1,1,693," Homes R Us Realty of NY, Inc.",Staten Island,10308,South Shore,A,-74.1568654,40.5475295,"$67,800.00 ",6.75%,30,"$271,200.00 ","$1,759.00 ",$344.24 ,$70.63 ,$600 ,"$2,773.86 ",2,6,
2326,"287 E 34th StBrooklyn, NY 11203",House ,"$649,000.00 ",3,2,"1,257", Panache Realty Co,Brooklyn,11203,Flatbush,C,-73.9453734,40.6499215,"$129,800.00 ",6.75%,30,"$519,200.00 ","$3,367.52 ",$659.03 ,$135.21 ,$205 ,"$4,366.76 ",6,8,
2327,"1100 Park Ave # 11CNew York, NY 10128",Co-op ,"$4,695,000.00 ",3,4,"2,600", Sotheby's International Realty ,Manhattan,10128,Upper East Side,A,-73.9561648,40.7824395,"$939,000.00 ",6.75%,30,"$3,756,000.00 ","$24,361.34 ","$4,767.54 ",$978.13 ,$550 ,"$30,657.01 ",6,11,
